25198791@7.4181048/43.7375494,43.7375494,7.4181048
826809707@7.4180272/43.7375137,43.7375137,7.4180272
826809715@7.4179452/43.7374376,43.7374376,7.4179452
826809732@7.4178597/43.7373792,43.7373792,7.4178597
10665475081@7.4178124/43.7373564,43.7373564,7.4178124
826809704@7.4177628/43.7373395,43.7373395,7.4177628
826809711@7.4176530/43.7373119,43.7373119,7.417653
25199254@7.4176890/43.7371797,43.7371797,7.417689
826809708@7.4177206/43.7372115,43.7372115,7.4177206
8733320335@7.4177337/43.7372254,43.7372254,7.4177337
826809735@7.4177406/43.7372448,43.7372448,7.4177406
3883559268@7.4177349/43.7372618,43.7372618,7.4177349
8733320334@7.4177211/43.7372805,43.7372805,7.4177211
8733320336@7.4177079/43.7372895,43.7372895,7.4177079
826809720@7.4176921/43.7372960,43.737296,7.4176921
826809711@7.4176530/43.7373119,43.7373119,7.417653
384587170@7.4280458/43.7332532,43.7332532,7.4280458
9447253658@7.4281204/43.7332438,43.7332438,7.4281204
9447253657@7.4281960/43.7332423,43.7332423,7.428196
384731141@7.4282712/43.7332487,43.7332487,7.4282712
9447253656@7.4283443/43.7332629,43.7332629,7.4283443
384587173@7.4284138/43.7332844,43.7332844,7.4284138
9447253654@7.4284783/43.7333130,43.733313,7.4284783
9447253655@7.4285365/43.7333481,43.7333481,7.4285365
384587175@7.4285870/43.7333887,43.7333887,7.428587
25191478@7.4279580/43.7328122,43.7328122,7.427958
1702432069@7.4279823/43.7327468,43.7327468,7.4279823
25191471@7.4279844/43.7326729,43.7326729,7.4279844
25191463@7.4279534/43.7325962,43.7325962,7.4279534
25197679@7.4196733/43.7388253,43.7388253,7.4196733
3883559331@7.4196021/43.7388281,43.7388281,7.4196021
10665501705@7.4195309/43.7388220,43.738822,7.4195309
1079750450@7.4194594/43.7388014,43.7388014,7.4194594
25197686@7.4193949/43.7387608,43.7387608,7.4193949
8703084455@7.4193122/43.7386936,43.7386936,7.4193122
25198472@7.4192668/43.7386535,43.7386535,7.4192668
25191494@7.4276947/43.7329804,43.7329804,7.4276947
25191484@7.4277231/43.7329715,43.7329715,7.4277231
918118142@7.4252100/43.7374505,43.7374505,7.42521
1869953312@7.4237917/43.7375487,43.7375487,7.4237917
279443211@7.4264707/43.7374911,43.7374911,7.4264707
1720683819@7.4262637/43.7374701,43.7374701,7.4262637
4940452489@7.4260597/43.7374531,43.7374531,7.4260597
11414717753@7.4258769/43.7374432,43.7374432,7.4258769
1079750640@7.4257404/43.7374381,43.7374381,7.4257404
4940452490@7.4255905/43.7374365,43.7374365,7.4255905
250259424@7.4253971/43.7374401,43.7374401,7.4253971
11414717751@7.4252457/43.7374484,43.7374484,7.4252457
918118142@7.4252100/43.7374505,43.7374505,7.42521
273246003@7.4297212/43.7427919,43.7427919,7.4297212
4940452501@7.4297337/43.7426832,43.7426832,7.4297337
21918838@7.4298831/43.7417941,43.7417941,7.4298831
252828849@7.4299164/43.7415887,43.7415887,7.4299164
1074584778@7.4299391/43.7413826,43.7413826,7.4299391
1736930348@7.4299513/43.7411760,43.741176,7.4299513
6340961573@7.4299521/43.7410371,43.7410371,7.4299521
1736930335@7.4299448/43.7408812,43.7408812,7.4299448
252418705@7.4299244/43.7405561,43.7405561,7.4299244
9446115302@7.4273068/43.7376640,43.737664,7.4273068
4940452493@7.4271438/43.7376183,43.7376183,7.4271438
250259425@7.4269790/43.7375773,43.7375773,7.426979
4940452491@7.4268116/43.7375421,43.7375421,7.4268116
4940452492@7.4266420/43.7375129,43.7375129,7.426642
